SMOC1|Q9H4F8-2
TDP2|O95551-2
NUP62|P37198
ZZEF1|O43149
CTSG|P08311
TPMT|P51580
EXOSC5|Q9NQT4
FNIP2|Q9P278
WDR20|A0A088AWN2
AKAP7|O43687-2
CLIP2|Q9UDT6-2
IL6ST|P40189
HDAC2|Q92769
SRXN1|Q9BYN0
TMOD2|Q9NZR1
TRIM32|Q13049
EXOC1|Q9NV70
MRPS27|Q92552-2
SRSF6|Q13247
PRKAR1A|K7EPR5
CWF19L1|Q69YN2
PELO|Q9BRX2
SAP30BP|J3QQJ0
KIF2A|O00139-2
CEP250|Q9BV73
ZFYVE26|Q68DK2
FKBP1B|P68106
GDI1|P31150
KRT17|Q04695
SERPINC1|P01008
LMBRD1|Q9NUN5
WASF3|Q9UPY6-2
BIRC6|Q9NR09
TBC1D1|Q86TI0-2
RMDN2|A0A0C4DFM4
WDR5|P61964
SMG5|Q9UPR3
TERF2|Q15554
GNAI2|P04899-3
HSPA5|P11021
XRN2|Q9H0D6
SNX7|Q9UNH6
BCAS3|Q9H6U6
CRELD2|Q6UXH1-5
FADS2|O95864
USP12|O75317
REEP6|A8MWX0
RBM42|Q9BTD8
CCDC53|Q9Y3C0
KRT2|P35908
PDLIM7|D6RAN1
TPI1|P60174
AES|Q08117
TAPBP|A0A0A0MSV9
NID2|Q14112
VPS13C|Q709C8
AS3MT|Q9HBK9
SEC63|Q9UGP8
SGCE|B7Z2R4
ARL5A|Q9Y689
PPHLN1|Q8NEY8
EXOC1|Q9NV70-2
LARP6|Q9BRS8
PPP2R2D|Q66LE6
CSRP2|Q16527
UBXN2B|Q14CS0
SLAIN2|Q9P270
AKAP7|Q9P0M2
U2AF1|Q01081
NTHL1|P78549
CLIP2|Q9UDT6
SNF8|Q96H20
PRKAG1|P54619-3
GLIPR2|Q9H4G4
PSMB4|P28070
FRMD8|Q9BZ67
SMG8|Q8ND04-2
SIN3B|O75182
AES|Q08117-2
DCTN1|E7EX90
OSBPL9|Q96SU4
RAP1GDS1|P52306-5
TOR1B|O14657
NOGENE|F5H5P2
MTA3|Q9BTC8
COBL|O75128-2
SNRPC|A0A0A0MRR7
WWC1|Q8IX03-2
JUND|P17535
RPS23|P62266
CTR9|Q6PD62
HIST1H1C|P16403
ETFB|P38117-2
PPIF|P30405
HPCAL4|Q9UM19
CSPG5|O95196
USP47|Q96K76-4
CIRBP|Q14011
TMED8|Q6PL24
EXOC6|Q8TAG9
CDK9|P50750-2
OSBPL9|Q96SU4-6
LRRFIP1|Q32MZ4
TPM1|A0A087WTJ7
CD81|A6NMH8
ARPIN|Q7Z6K5-2
SERAC1|Q96JX3
SLC16A1|P53985
DIP2B|Q9P265
UBE2Q2|Q8WVN8
SESN1|Q9Y6P5-2
YEATS4|O95619
COMMD6|B0QZ40
PATL1|Q86TB9
CIRBP|D6W5Y5
SPG11|Q96JI7
RPS19|M0R140
FAM188A|Q9H8M7
DYNC1H1|Q14204
GNPAT|O15228
SERINC1|Q9NRX5
MPP6|B8ZZG1
ARF4|P18085
TSC22D3|Q5JRJ0
TRIM25|Q14258
GNAI2|P04899
MZT2B|B8ZZ87
KNG1|P01042-2
PIGT|Q969N2
MAGED1|Q9Y5V3-2
YTHDC2|Q9H6S0
LRRC7|B1AKT2
PKN1|Q16512-2
C1S|P09871
TUBB4A|M0QYM7
EMC10|M0R2A0
NHP2L1|B1AHD1
CSRP2|F8VW96
STRN3|Q13033-2
UNC119B|A6NIH7
STX6|O43752
NAPEPLD|Q6IQ20
RNF213|A0A0A0MTC1
COBL|O75128
COG7|P83436
UBXN7|O94888
GIMAP5|A0A087WTJ2
EIF2S1|P05198
LYAR|Q9NX58
JAKMIP3|Q5VZ66
APOB|A0A087WTM7
SLC35A4|L0R6Q1
ALDH1A2|O94788
MACF1|E9PNZ4
USP34|Q70CQ2
SPRED2|C9JG63
GPX4|A0A087WT12
ACAP2|H7C3Q8
CSNK1G2|P78368
L1TD1|Q5T7N2
RMDN2|Q96LZ7
PDCL|Q13371
SYAP1|Q96A49
VPS13C|Q709C8-2
GRK6|P43250-2
KRT75|O95678
CDK4|P11802
STK25|C9JN58
POTEJ|P0CG39
XPO1|O14980
ARG2|P78540
RPLP2|P05387
SIDT1|Q9NXL6-2
MRAS|O14807
COX17|C9J8T6
UBE2D2|A0A0A0MQU3
COPG1|Q9Y678
C10orf32-ASMT|A0A0B4J1R7
GORASP2|Q9H8Y8
ASF1A|Q9Y294
LPHN2|O95490-6
MINK1|Q8N4C8-3
PUM1|Q5T1Z8
EIF3M|Q7L2H7
NFKB1|P19838-2
GIT1|Q9Y2X7
ARHGEF9|A0A0A6YYF8
ZNRF2|Q8NHG8
DNAJB11|F5GXK8
GNAS|P63092-3
ACTL6A|O96019
SASH1|O94885
PAQR4|Q8N4S7
TMEM132A|Q24JP5-2
ARL10|Q8N8L6
CHD7|Q9P2D1
ZC3H15|Q8WU90
MLLT4|J3KN01
GANAB|Q14697
GALC|A0A0A0MQV0
DACT3|Q96B18
ATP5SL|Q9NW81-4
PRKAG1|P54619
CUL5|Q93034
LBR|Q14739
SPIRE1|Q08AE8
SIL1|D6REA1
XPO5|Q9HAV4
KIAA0368|J3KN16
RAPGEF5|E9PGY3
TSPYL1|Q9H0U9
PAFAH1B1|I3L3N5
PRPF4|O43172
GPR162|Q16538
C8orf82|Q6P1X6
ATXN3|F5H211
COPS7B|Q9H9Q2
SLC35F1|Q5T1Q4
GNS|F6S8M0
RIT2|Q99578
IGKV2D-29|A0A075B6S2
SEMA6D|Q8NFY4
BAG2|O95816
SPATA33|J3KRC8
RBBP6|Q7Z6E9
HLA-A|P05534
LPHN2|B1ALU1
NLGN1|Q8N2Q7
LRRFIP1|Q32MZ4-3
NPRL3|Q12980
GFRA1|P56159
AGPAT5|Q9NUQ2
CPD|O75976
SNRPA|P09012
UTP15|H0Y8P4
UBAC2|Q8NBM4
PSPC1|Q8WXF1
AMOT|Q4VCS5
ACOT8|O14734
THOC3|Q96J01
SREBF2|Q12772
CFAP36|Q96G28
RBFOX1|Q9NWB1-2
PRKCSH|K7ELL7
INPP5F|Q9Y2H2
RCC1|P18754-2
PTPN6|P29350-4
TCF25|H3BMJ8
ACYP1|G3V2U7
ACOX1|Q15067-2
KRT1|P04264
ITGA1|P56199
UBAP1|Q9NZ09-4
KRIT1|O00522
ACOX3|O15254
ATP11C|Q8NB49
CFAP36|Q96G28-2
ZDHHC17|Q8IUH5
UACA|Q9BZF9
PUM1|Q14671
CD34|P28906
PUM1|Q14671-4
NUP188|Q5SRE5
KHDRBS3|O75525
NUP133|Q8WUM0
CDH4|P55283
STRBP|Q96SI9
ORM2|P19652
STK11IP|Q8N1F8
YAP1|P46937-9
C8orf82|H0YF29
SERPINA3|P01011
DDR1|Q08345-5
INPP5D|Q92835
ADPGK|Q9BRR6
IRF2BP1|Q8IU81
DFNA5|O60443
PCDHAC2|Q9Y5I4
C18orf32|Q8TCD1
SIK3|H0Y4E8
RPS6KA3|P51812
CACNA1B|F6RH32
S100A8|P05109
TXNL4A|P83876
AGBL4|Q5VU57-2
CAPN1|P07384
TMPO|P42166
LAMC3|Q9Y6N6
GLRX2|Q9NS18-2
LRRC8D|Q7L1W4
ANKHD1|Q8IWZ3-6
IGKV1-27|A0A087WVN6
PDE4DIP|A0A0C4DFQ0
PHRF1|Q9P1Y6
GTPBP4|Q9BZE4
WDR45|Q9Y484-3
ALKBH5|Q6P6C2-1
MAP4K4|G5E948
EDIL3|O43854
CCDC149|Q6ZUS6-4
TRAPPC12|Q8WVT3
MAL2|Q969L2
SHANK1|H9KV90
HYPK|Q9NX55
PRICKLE2|H3BNU0
EFTUD2|Q15029
KIF3C|O14782
FABP6|P51161-2
RTN4RL2|Q86UN3
CDH18|Q13634
SCRG1|O75711
KMT2C|Q8NEZ4-3
SHANK1|Q9Y566
SLC1A3|P43003
NDUFAF1|Q9Y375
SCO2|O43819
PDAP1|Q13442
CACNA1B|Q00975
LRRC20|Q8TCA0
FMN1|Q68DA7
UFSP2|Q9NUQ7
MINK1|Q8N4C8
ARSB|P15848
STBD1|O95210
FARP2|O94887
GATB|O75879
RPUSD2|Q8IZ73
TSC2|P49815-3
TSC2|P49815
MMGT1|Q8N4V1-2
CALML3|P27482
CCDC25|Q86WR0
CANX|P27824-2
PEX3|P56589
RAB23|Q9ULC3
GABRA3|P34903
RRP1|P56182
PPP6R3|Q5H9R7-5
FAM63B|Q8NBR6
AIG1|Q9NVV5
PLCG1|P19174
ANKHD1|Q8IWZ3
CA5B|Q9Y2D0
YRDC|Q86U90
HAPLN3|H3BTH8
VWA7|Q9Y334
EIF4ENIF1|Q9NRA8-3
ACOX1|Q15067
PTDSS1|P48651
YTHDF2|Q9Y5A9
SERPINI1|Q99574
NCAM1|A0A087X1V2
EPB41L5|Q9HCM4
GCSH|P23434
TRIM26|Q12899
GPSM2|P81274
MRPS28|Q9Y2Q9
RCBTB1|Q8NDN9
EIF4G3|B1AN92
ATP9B|O43861
PLGRKT|Q9HBL7
ANKS1A|Q92625
STAU2|A0A0A0MTC5
NOGENE|H0YIV9
PPP1R3D|O95685
ZMYND8|Q9ULU4-10
FAM184A|Q8NB25
DECR1|Q16698
CAB39|Q9Y376
INA|Q16352
TMOD2|G5EA42
SIL1|Q9H173
MAP3K7|O43318-2
AMT|P48728
PEAK1|Q9H792
NCOA1|Q15788-2
AP1B1|Q10567-3
CAD|P27708
ANXA6|E5RK69
CHCHD2P9|Q5T1J5
MRPS26|Q9BYN8
NCOA1|Q15788
CAPN5|E7EV01
PHYH|O14832
ZMAT2|Q96NC0
FMNL1|O95466-3
NOGENE|H7C417
CTNNA2|P26232
KSR2|Q6VAB6
G6PC3|Q9BUM1
RER1|Q9P0H9
SERPINB8|P50452
PLCG1|P19174-2
CFL2|Q9Y281
SLC5A3|P53794
OSBPL5|Q9H0X9
SOS1|Q07889
ATG5|Q9H1Y0
TPM4|P67936
FMNL1|O95466
EIF5B|A0A087WUT6
MBLAC2|Q68D91
ACE|P12821
PIK3C2A|O00443
PPM1L|Q5SGD2
PTPLB|Q6Y1H2
ZMYND8|Q9ULU4-19
PAK6|Q9NQU5
MCCC1|Q96RQ3
FBXO38|Q6PIJ6-3
KPNB1|Q14974
BLMH|Q13867
FBXO38|Q6PIJ6
WDR45|Q9Y484-2
PODXL|O00592
MTA2|O94776
DCUN1D1|Q96GG9
FIP1L1|Q6UN15-3
PARVB|Q9HBI1-2
LBP|P18428
SERPINB9|P50453
NOGENE|P01608
PTRF|Q6NZI2
MTMR1|E9PPP8
BCAR1|P56945-6
ECM1|Q16610-4
AGAP1|Q9UPQ3-2
XRCC6BP1|Q9Y6H3
NOGENE|P01593
TAF15|A0A075B7D9
FIP1L1|Q6UN15
RAF1|P04049-2
TRAFD1|O14545
AGAP1|Q9UPQ3
MBNL1|A0A0A0MQX8
PBRM1|Q86U86
GTF2F2|P13984
DCHS1|Q96JQ0
RABL2A|Q9UBK7-3
KIAA0391|O15091
SRP72|O76094
SCAPER|Q9BY12
IDS|P22304
DUSP26|Q9BV47
PI4K2A|Q9BTU6
CLASP1|Q7Z460-4
THUMPD3|Q9BV44
GPATCH2|Q9NW75
ADSS|P30520
FBXO45|P0C2W1
PRPSAP1|Q14558-2
KIAA1109|H0Y781
UGDH|O60701
PSRC1|Q6PGN9
CD59|E9PR17
EHD2|Q9NZN4
FAHD2A|Q96GK7
AGO2|Q9UKV8
SARM1|Q6SZW1
EEF1D|E9PRY8
TRIP12|Q14669-2
POTEI|P0CG38
SAMD4A|Q9UPU9
SMEK1|Q6IN85
HLA-A|P01891
ATXN10|Q9UBB4
TOP1|P11387
LYRM1|O43325
PDE1A|P54750
AMDHD2|Q9Y303
TIMP3|P35625
HBG2|P69892
PICALM|H0YEF7
BTBD11|A6QL63
GNAQ|P50148
SYT10|Q6XYQ8
MAP4K2|Q12851
GATC|O43716
USP8|P40818-2
PPIAL4C|A0A075B767
PARVB|Q9HBI1
GPRIN3|Q6ZVF9
ALG11|Q2TAA5
UBAP2|Q5T6F2
SNX29P2|Q8IUI4
SEC62|Q99442
IGKV1D-33|A0A087WZH9
NOS1|P29475-5
MB21D2|Q8IYB1
PPM1B|O75688-2
CTNNA2|P26232-5
BCAT2|O15382
HBG1|P69891
MAP4K4|O95819-5
TSHZ3|Q63HK5
VMA21|Q3ZAQ7
PTPRA|P18433
ZNF512|Q96ME7
QTRT1|Q9BXR0
CELF1|G5EA30
WDR41|Q9HAD4
YWHAH|Q04917
IGHG1|A0A087WYC5
BCAT2|M0QXF9
C3orf38|Q5JPI3
CDC42SE2|Q9NRR3
CNTNAP1|P78357
LMF1|Q96S06
RALYL|Q86SE5-3
USP38|Q8NB14
EIF3CL|B5ME19
HLA-B|P30466
HOMER2|Q9NSB8
TUB|E9PQR4
MAEA|Q7L5Y9
SLC2A13|Q96QE2
BTAF1|A0A0A0MTH9
GNAS|Q5JWF2-2
CPT1A|P50416
RANBP2|P49792
EIF3C|Q99613
FAS|P25445
PICALM|H0YEH1
APIP|Q96GX9
MAEA|E7ESC7
MOCS3|O95396
CEP170|Q5SW79-2
PDIA3|H7BZJ3
HOMER2|Q9NSB8-2
NENF|Q9UMX5
MOB3A|Q96BX8
PACS2|Q86VP3-3
ACSL5|Q9ULC5-3
CKB|P12277
EXD2|Q9NVH0
TUB|P50607-2
GNAS|P63092-2
JPH1|Q9HDC5
CSNK1G1|U3KQB3
SLC32A1|Q9H598
HDAC8|Q9BY41
PRPF6|O94906
NTRK2|Q16620-5
CEP170|Q5SW79-3
PIGU|Q9H490
CASKIN2|Q8WXE0
P2RX7|Q99572
HAPLN1|D6RFI7
OMG|P23515
SHF|H0YLM1
BNIP1|Q12981
CDK2|G3V5T9
JUNB|P17275
BRE|Q9NXR7-1
ADRA2A|P08913
MOXD1|Q6UVY6
NOGENE|P06326
CD55|P08174-7
C1orf43|Q9BWL3
ABCB6|Q9NP58
LDB3|O75112-7
NME7|Q9Y5B8
CDK6|Q00534
TCF20|Q9UGU0
RAE1|P78406
CEP97|Q8IW35
GNB2|P62879
DAD1|P61803
CHD3|Q12873-3
SLC6A13|Q9NSD5
ARHGEF12|Q9NZN5
SYNPO2|Q9UMS6
CEP97|Q8IW35-2
AGPS|O00116
ANKRD16|Q6P6B7
TBL1XR1|Q9BZK7
CNTN2|Q02246
NOGENE|P01742
HBS1L|Q9Y450
ITM2B|Q9Y287
LDB3|O75112
MBNL1|Q9NR56-5
ACSS2|Q9NR19-2
ORM1|P02763
XRN1|Q8IZH2
ARRB2|K7ENA6
AP2M1|C9JTK4
LRPAP1|P30533
SSR1|C9IZQ1
PPA2|Q9H2U2
SPAG9|A0A087X2D8
UBE2R2|Q712K3
WDR35|Q9P2L0
SCRN2|J3QL71
PDLIM1|O00151
NID1|P14543
EIF3D|O15371
EIF2S3|P41091
CPSF3|Q9UKF6
CDK20|Q8IZL9
CDK12|Q9NYV4
SNAP29|O95721
UBE2J1|Q9Y385
PLG|P00747
COL6A3|P12111-4
ICK|Q9UPZ9
PPP4R4|Q6NUP7
SLC25A29|Q8N8R3
SERPINA1|G3V2B9
HNRNPDL|O14979
PURB|Q96QR8
RAI14|Q9P0K7-2
PNCK|Q6P2M8-5
AOC3|Q16853
DCX|O43602
SYT17|Q9BSW7
MRPS7|J3QLS3
SARS|Q5T5C7
PTBP2|Q9UKA9-3
PPA1|Q15181
ALDOB|P05062
ACAP2|Q15057
RABL3|Q5HYI8
SERPINA1|P01009
SERPINF1|P36955
MLH1|P40692
ANGEL2|Q5VTE6
ABHD17C|Q6PCB6
GBAS|C9J7B1
IL1RAP|Q9NPH3-5
PDIA3|P30101
FAM98A|Q8NCA5
GLRX3|O76003
UBXN1|Q04323-2
DDHD2|O94830
RAI14|Q9P0K7-4
TMEM120A|A0A087X266
EIF3G|O75821
KPNA3|O00505
BTBD2|Q9BX70
NOLC1|Q14978-2
C9|P02748
RPN2|P04844-2
F2|P00734
TRA2A|Q13595
STRN3|H0YJT2
ARFIP1|P53367-2
ATE1|O95260
SH2B1|Q9NRF2
TMEM127|O75204
PPA2|Q9H2U2-2
MSH3|P20585
PLLP|Q9Y342
CKMT2|P17540
TSPAN14|Q8NG11
HNRNPH1|D6RBM0
IPO11|Q9UI26-2
BNIP1|Q12981-1
KCMF1|Q9P0J7
MINK1|Q8N4C8-4
MPDZ|F5H1U9
MIB1|Q86YT6
ABHD17B|Q5VST6
WDFY3|Q8IZQ1
STOX2|Q9P2F5
SEZ6|Q53EL9
DCAF6|Q58WW2-3
BTN2A1|Q7KYR7
ANO3|Q9BYT9
KHK|P50053
BIN2|A0A087X188
TOR3A|Q9H497
ATE1|F5GXE4
REEP6|Q96HR9
GMIP|Q9P107
MAP2K2|P36507
ABHD17B|Q5VST6-2
EPHA7|Q15375
SLC35E1|Q96K37
BTF3L4|Q96K17
VPS18|Q9P253
LAMB1|G3XAI2
GABRG1|Q8N1C3
PODXL2|Q9NZ53
COMMD7|Q86VX2
GJA9-MYCBP|A0A087WV05
ABCF1|Q5STZ8
TMEFF1|Q8IYR6
DDX1|Q92499
LPHN3|E7EVD6
TEX10|Q9NXF1
POLR2I|P36954
AASDHPPT|Q9NRN7
HRSP12|P52758
TP53I3|Q53FA7
CAPZA2|P47755
PHIP|Q8WWQ0
RASA3|Q14644
GDPGP1|Q6ZNW5
PQBP1|O60828
PDK1|Q15118-2
PFDN4|E9PQY2
ATP8A1|Q9Y2Q0-3
LPHN3|E7EUW2
ATE1|O95260-2
TNIK|Q9UKE5
LEMD2|Q8NC56
EPHA5|B7ZKJ3
COMMD2|Q86X83
TMEM55A|Q8N4L2
TEX2|A0A087WVA8
PRKCQ|Q04759
ABCG2|Q9UNQ0
PPP1R8|Q12972
VWA1|Q6PCB0
IGFBP7|Q16270
TMEM205|Q6UW68
ST8SIA3|O43173
GRM8|O00222
HIBADH|P31937
CLSTN2|Q9H4D0
GRM8|O00222-2
PCDHGB5|Q9Y5G0
PABPC1|P11940
TEX2|Q8IWB9-2
MT-ND3|P03897
NHP2|Q9NX24
FBXL15|Q9H469
DIS3|Q9Y2L1
ZAK|Q9NYL2-2
EIF3J|O75822
MPG|P29372
PEF1|Q9UBV8
NOGENE|L7N2F9
MTHFR|P42898-2
ZAK|Q9NYL2
MID1|O15344
PLCH1|Q4KWH8
PRPF8|Q6P2Q9
CNOT2|Q9NZN8
DAP|P51397
SRSF12|Q8WXF0
SH3GLB1|Q9Y371-2
KHDRBS1|Q07666
PRKACB|P22694-9
TRAF3IP1|Q8TDR0
MCM3AP|O60318
LRCH2|Q5VUJ6
U2AF1L4|Q8WU68
YIPF6|Q96EC8
PDE8B|O95263
SRM|P19623
SRA1|Q9HD15
SSR3|Q9UNL2-2
PPP1R12B|O60237-3
OSTC|Q9NRP0-2
USP39|Q53GS9
FHIT|P49789
TBC1D15|Q8TC07
AGPAT6|Q86UL3
VAMP2|F8WCA0
POFUT2|Q9Y2G5
ARL2BP|Q9Y2Y0
NUDT11|Q96G61
TOX|O94900
RAB39A|Q14964
SSSCA1|G3V1B8
ZFYVE28|Q9HCC9
C6|P13671
HNRNPD|Q14103-4
CASK|O14936-2
UBR5|O95071
PLCB2|Q00722
PTPRK|E9PGC5
CRTAC1|Q9NQ79
TIAL1|Q01085
EIF2B1|Q14232
IDE|P14735
WDFY2|Q96P53
CHD9|Q3L8U1
CDH7|Q9ULB5
CCAR2|E5RFJ3
TES|Q9UGI8
PFDN4|Q9NQP4
EIF4G2|D3DQV9
FBXL20|Q96IG2
TAOK3|Q9H2K8
PCSK1N|Q9UHG2
CPLX3|Q8WVH0
REXO2|Q9Y3B8
SYNCRIP|O60506
FAM98C|Q17RN3
RAVER1|E9PAU2
SSSCA1|O60232
ERBB4|Q15303
RAP1A|P62834
CLASP2|E7EW49
CREM|Q03060-6
PISD|Q9UG56
MPP6|Q9NZW5
PES1|O00541
NME1-NME2|Q32Q12
TANK|Q92844
MYL12A|J3QRS3
ATF1|P18846
RAB9A|P51151
TRIP12|Q14669-3
MT1B|P07438
TIAL1|Q01085-2
BTN2A1|Q7KYR7-1
C21orf59|P57076
CAND2|O75155
FBXL20|J3KTA1
GTF2A1|P52655
MT1L|Q93083
MSTO1|Q9BUK6
NOGENE|H7BZW1
NUP155|O75694
FKBP15|Q5T1M5-2
SLC33A1|O00400
TM6SF1|Q9BZW5
ILF2|Q12905
CLASP2|E3W994
HNRNPD|Q14103-2
CLASP2|O75122-3
CLPB|Q9H078
UBXN1|Q04323
SLC30A1|Q9Y6M5
VPS11|Q9H270
BTBD17|A6NE02
DHX29|A0A087WYN9
KCNA3|P22001
PIK3R2|O00459
TXNDC12|O95881
NOGENE|P01765
LMOD1|P29536
PCYT2|Q99447
LRRFIP2|H7C3N9
PGRMC1|O00264
RYR1|P21817
MYO7A|Q13402
TMEM57|Q8N5G2
ELP2|Q6IA86-6
TIA1|P31483
MOB2|Q70IA6-3
REST|Q13127
GMDS|O60547
PHF5A|Q7RTV0
GALNT16|Q8N428
RAB1B|A0A087WTI1
CSPG5|O95196-2
VPS11|A0A087WXL6
STARD13|Q9Y3M8
RAE1|E9PQ57
VSTM2B|A6NLU5
SOGA1|O94964-2
MTMR14|Q8NCE2
TNIK|Q9UKE5-4
MYL12B|O14950
MT3|H3BPK2
RRP9|O43818
PITPNM1|O00562
TXLNB|Q8N3L3
METAP2|F8VQZ7
COIL|P38432
ASH2L|Q9UBL3
MCF2L|H7BYP9
MYO1F|O00160
PEX6|Q13608
TNKS|O95271
CLPB|Q9H078-2
TRMT112|Q9UI30
KRT5|P13647
ANKRD54|Q6NXT1
PAG1|Q9NWQ8
DDX20|Q9UHI6
NRXN1|Q9ULB1-3
CGGBP1|Q9UFW8
MIEN1|Q9BRT3
CTDP1|Q9Y5B0
DRG1|Q9Y295
SLFN5|Q08AF3
CLN8|Q9UBY8
PHAX|Q9H814
HIST1H1B|P16401
ORMDL3|Q8N138
ORMDL1|Q9P0S3
HSD17B10|Q99714
FDFT1|P37268
TMEM199|Q8N511
IKBKG|Q9Y6K9-2
HCCS|P53701
SCOC|Q9UIL1
ORMDL2|Q53FV1
RNMTL1|Q9HC36
LMBRD1|Q9NUN5-4
CHCHD7|Q9BUK0-4
SMARCC1|Q92922
TRIM21|P19474
SLC25A32|Q9H2D1
MRPS34|C9JJ19
CANX|D6RB85
RALYL|E5RJ39
MCOLN1|Q9GZU1
GPSM1|A0A0A0MSK4
CTNNA2|C9J144
ACSF3|Q4G176
NUDT10|Q8NFP7
ATPAF2|Q8N5M1
PROSC|O94903
TBC1D15|Q8TC07-2
BCKDHB|P21953
MERTK|Q12866
KRT4|P19013
PPP2R4|Q15257
CDIP1|Q9H305
MRC1|P22897
CUL4A|Q13619
DOCK9|Q9BZ29-5
THRAP3|Q9Y2W1
KCNA5|P22460
MOCS2|O96033
CEP41|Q9BYV8
TIE1|P35590
DOCK9|A0A0A0MSY4
ITFG3|Q9H0X4
CASK|O14936
TBC1D4|O60343-2
MT3|P25713
MPZL1|O95297
DOCK9|Q9BZ29
MPDZ|O75970
HBE1|P02100
DOCK9|A0A0A0MRA7
SUGP1|Q8IWZ8
NCK1|P16333
TRAPPC1|Q9Y5R8
SKIV2L2|P42285
CTNNBL1|A0A087WUB9
SZRD1|Q7Z422
MFGE8|Q08431
MPZL1|O95297-3
PAPSS1|O43252
PLEKHA5|Q9HAU0-6
CELSR2|Q9HCU4
TLE1|Q04724
METAP2|P50579
OTUD6B|A0A087X0W9
CNPY3|Q9BT09
KCNAB2|Q13303-3
SLC7A10|Q9NS82
ECH1|Q13011
PNKP|Q96T60
FAIM|Q9NVQ4-2
ACTR1A|P61163
PALD1|Q9ULE6
TUBB4A|M0R1I1
EFTUD1|Q7Z2Z2
MRPS18B|Q9Y676
