"CSF-PR / CSF GLYCO MIXED-MODE / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
10122.00,"RELATED PROTEINS","A6NNC1","Q3SYA9"," Putative POM121-like protein 1-like (P12LL_HUMAN)","","",0.00,"false",0.00,0.00,0.00,841.00,94.00,0.00,,,,,"false"
10123.00,"SINGLE PROTEIN","Q05519",""," Serine/arginine-rich splicing factor 11 (SRS11_HUMAN)","1","SRSF11",0.00,"false",0.00,0.00,0.00,841.00,53.51,0.00,,,,,"false"
10124.00,"SINGLE PROTEIN","P21217",""," Galactoside 3(4)-L-fucosyltransferase (FUT3_HUMAN)","19","FUT3",0.00,"false",0.00,0.00,0.00,841.00,42.09,0.00,,,,,"false"
10125.00,"SINGLE PROTEIN","P0C1S8",""," Wee1-like protein kinase 2 (WEE2_HUMAN)","7","WEE2",0.00,"false",0.00,0.00,0.00,841.00,62.89,0.00,,,,,"false"
10126.00,"SINGLE PROTEIN","Q05513",""," Protein kinase C zeta type (KPCZ_HUMAN)","1","PRKCZ",0.00,"false",0.00,0.00,0.00,841.00,67.62,0.00,,,,,"false"
10127.00,"SINGLE PROTEIN","P08253",""," 72 kDa type IV collagenase (MMP2_HUMAN)","16","MMP2",0.00,"false",0.00,0.00,0.00,841.00,73.83,0.00,,,,,"false"
10128.00,"SINGLE PROTEIN","P08254",""," Stromelysin-1 (MMP3_HUMAN)","11","MMP3",0.00,"false",0.00,0.00,0.00,841.00,53.94,0.00,,,,,"false"
10129.00,"SINGLE PROTEIN","O75712",""," Gap junction beta-3 protein (CXB3_HUMAN)","1","GJB3",0.00,"false",0.00,0.00,0.00,841.00,30.80,0.00,,,,,"false"
10130.00,"SINGLE PROTEIN","Q9H6Z9",""," Egl nine homolog 3 (EGLN3_HUMAN)","14","EGLN3",0.00,"false",0.00,0.00,0.00,841.00,27.24,0.00,,,,,"false"
10131.00,"SINGLE PROTEIN","P0C221",""," Coiled-coil domain-containing protein 175 (CC175_HUMAN)","","CCDC175",0.00,"false",0.00,0.00,0.00,841.00,97.35,0.00,,,,,"false"
10132.00,"SINGLE PROTEIN","Q9H6Z4",""," Ran-binding protein 3 (RANB3_HUMAN)","19","RANBP3",0.00,"false",0.00,0.00,0.00,841.00,60.17,0.00,,,,,"false"
10133.00,"SINGLE PROTEIN","P09565",""," Putative insulin-like growth factor 2-associated protein (IG2R_HUMAN)","","GIG44",0.00,"false",0.00,0.00,0.00,841.00,12.08,0.00,,,,,"false"
10134.00,"SINGLE PROTEIN","P08238",""," Heat shock protein HSP 90-beta (HS90B_HUMAN)","6","HSP90AB1",0.00,"false",0.00,0.00,0.00,841.00,83.21,0.00,,,,,"false"
10135.00,"SINGLE PROTEIN","O75717",""," WD repeat and HMG-box DNA-binding protein 1 (WDHD1_HUMAN)","14","WDHD1",0.00,"false",0.00,0.00,0.00,841.00,125.89,0.00,,,,,"false"
10136.00,"SINGLE PROTEIN","P08235",""," Mineralocorticoid receptor (MCR_HUMAN)","4","NR3C2",0.00,"false",0.00,0.00,0.00,841.00,107.00,0.00,,,,,"false"
10137.00,"SINGLE PROTEIN","O75718",""," Cartilage-associated protein (CRTAP_HUMAN)","3","CRTAP",0.00,"false",0.00,0.00,0.00,841.00,46.53,0.00,,,,,"false"
10138.00,"SINGLE PROTEIN","P08236",""," Beta-glucuronidase (BGLR_HUMAN)","7","GUSB",0.00,"false",0.00,0.00,0.00,841.00,74.68,0.00,,,,,"false"
10139.00,"SINGLE PROTEIN","Q9H607",""," Occludin/ELL domain-containing protein 1 (OCEL1_HUMAN)","19","OCEL1",0.00,"false",0.00,0.00,0.00,841.00,29.39,0.00,,,,,"false"
10140.00,"SINGLE PROTEIN","Q92618",""," Zinc finger protein 516 (ZN516_HUMAN)","18","ZNF516",0.00,"false",0.00,0.00,0.00,841.00,124.21,0.00,,,,,"false"
10141.00,"SINGLE PROTEIN","Q9H606",""," Proline-rich protein, Y-linked (PRORY_HUMAN)","Y","CYORF17",0.00,"false",0.00,0.00,0.00,841.00,19.96,0.00,,,,,"false"
10142.00,"SINGLE PROTEIN","Q9H609",""," Zinc finger protein 576 (ZN576_HUMAN)","19","ZNF576",0.00,"false",0.00,0.00,0.00,841.00,18.88,0.00,,,,,"false"
10143.00,"SINGLE PROTEIN","Q92616",""," Translational activator GCN1 (GCN1L_HUMAN)","12","GCN1L1",0.00,"false",0.00,0.00,0.00,841.00,292.57,0.00,,,,,"false"
10144.00,"SINGLE PROTEIN","Q92615",""," La-related protein 4B (LAR4B_HUMAN)","10","LARP4B",0.00,"false",0.00,0.00,0.00,841.00,80.50,0.00,,,,,"false"
10145.00,"SINGLE PROTEIN","O75821",""," Eukaryotic translation initiation factor 3 subunit G (EIF3G_HUMAN)","19","EIF3G",0.00,"false",0.00,0.00,0.00,841.00,35.59,0.00,,,,,"false"
10146.00,"SINGLE PROTEIN","O75822",""," Eukaryotic translation initiation factor 3 subunit J (EIF3J_HUMAN)","15","EIF3J",0.00,"false",0.00,0.00,0.00,841.00,29.04,0.00,,,,,"false"
10147.00,"SINGLE PROTEIN","O75820",""," Zinc finger protein 189 (ZN189_HUMAN)","9","ZNF189",0.00,"false",0.00,0.00,0.00,841.00,72.93,0.00,,,,,"false"
10148.00,"SINGLE PROTEIN","Q92619",""," Minor histocompatibility protein HA-1 (HMHA1_HUMAN)","19","HMHA1",0.00,"false",0.00,0.00,0.00,841.00,124.54,0.00,,,,,"false"
10149.00,"SINGLE PROTEIN","Q7Z5Q1",""," Cytoplasmic polyadenylation element-binding protein 2 (CPEB2_HUMAN)","4","CPEB2",0.00,"false",0.00,0.00,0.00,841.00,64.90,0.00,,,,,"false"
10150.00,"SINGLE PROTEIN","Q7Z5Q5",""," DNA polymerase nu (DPOLN_HUMAN)","4","POLN",0.00,"false",0.00,0.00,0.00,841.00,100.24,0.00,,,,,"false"
10151.00,"SINGLE PROTEIN","O00268",""," Transcription initiation factor TFIID subunit 4 (TAF4_HUMAN)","20","TAF4",0.00,"false",0.00,0.00,0.00,841.00,110.05,0.00,,,,,"false"
10152.00,"SINGLE PROTEIN","O00267",""," Transcription elongation factor SPT5 (SPT5H_HUMAN)","19","SUPT5H",0.00,"false",0.00,0.00,0.00,841.00,120.92,0.00,,,,,"false"
10153.00,"SINGLE PROTEIN","O00270",""," 12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor (GPR31_HUMAN)","6","GPR31",0.00,"false",0.00,0.00,0.00,841.00,35.05,0.00,,,,,"false"
10154.00,"SINGLE PROTEIN","Q5JU67",""," Uncharacterized protein C9orf117 (CI117_HUMAN)","9","C9ORF117",0.00,"false",0.00,0.00,0.00,841.00,60.50,0.00,,,,,"false"
10155.00,"SINGLE PROTEIN","Q92610",""," Zinc finger protein 592 (ZN592_HUMAN)","15","ZNF592",0.00,"false",0.00,0.00,0.00,841.00,137.44,0.00,,,,,"false"
10156.00,"SINGLE PROTEIN","Q6NZY4",""," Zinc finger CCHC domain-containing protein 8 (ZCHC8_HUMAN)","12","ZCCHC8",0.00,"false",0.00,0.00,0.00,841.00,78.53,0.00,,,,,"false"
10157.00,"SINGLE PROTEIN","Q92614",""," Unconventional myosin-XVIIIa (MY18A_HUMAN)","17","MYO18A",0.00,"false",0.00,0.00,0.00,841.00,232.97,0.00,,,,,"false"
10158.00,"SINGLE PROTEIN","Q92613",""," Protein Jade-3 (JADE3_HUMAN)","X","PHF16",0.00,"false",0.00,0.00,0.00,841.00,93.75,0.00,,,,,"false"
10159.00,"SINGLE PROTEIN","O75828",""," Carbonyl reductase [NADPH] 3 (CBR3_HUMAN)","21","CBR3",0.00,"false",0.00,0.00,0.00,841.00,30.83,0.00,,,,,"false"
10160.00,"SINGLE PROTEIN","Q92611",""," ER degradation-enhancing alpha-mannosidase-like protein 1 (EDEM1_HUMAN)","3","EDEM1",0.00,"false",0.00,0.00,0.00,841.00,73.72,0.00,,,,,"false"
10161.00,"SINGLE PROTEIN","O75815",""," Breast cancer anti-estrogen resistance protein 3 (BCAR3_HUMAN)","1","BCAR3",0.00,"false",0.00,0.00,0.00,841.00,92.51,0.00,,,,,"false"
10162.00,"SINGLE PROTEIN","Q7Z5P9",""," Mucin-19 (MUC19_HUMAN)","12","MUC19",0.00,"false",0.00,0.00,0.00,841.00,597.78,0.00,,,,,"false"
10163.00,"RELATED PROTEINS","O43164","Q8NG27"," E3 ubiquitin-protein ligase Praja-2 (PJA2_HUMAN)","5","PJA2",0.00,"false",0.00,0.00,0.00,841.00,78.17,0.00,,,,,"false"
10164.00,"SINGLE PROTEIN","Q9H5N1",""," Rab GTPase-binding effector protein 2 (RABE2_HUMAN)","16","RABEP2",0.00,"false",0.00,0.00,0.00,841.00,63.50,0.00,,,,,"false"
10165.00,"SINGLE PROTEIN","Q92609",""," TBC1 domain family member 5 (TBCD5_HUMAN)","3","TBC1D5",0.00,"false",0.00,0.00,0.00,841.00,88.95,0.00,,,,,"false"
10166.00,"SINGLE PROTEIN","Q92608",""," Dedicator of cytokinesis protein 2 (DOCK2_HUMAN)","5","DOCK2",0.00,"false",0.00,0.00,0.00,841.00,211.81,0.00,,,,,"false"
10167.00,"SINGLE PROTEIN","Q7Z614",""," Sorting nexin-20 (SNX20_HUMAN)","16","SNX20",0.00,"false",0.00,0.00,0.00,841.00,36.15,0.00,,,,,"false"
10168.00,"SINGLE PROTEIN","Q7Z5P4",""," 17-beta-hydroxysteroid dehydrogenase 13 (DHB13_HUMAN)","4","HSD17B13",0.00,"false",0.00,0.00,0.00,841.00,33.63,0.00,,,,,"false"
10169.00,"SINGLE PROTEIN","Q16082",""," Heat shock protein beta-2 (HSPB2_HUMAN)","11","HSPB2",0.00,"false",0.00,0.00,0.00,841.00,20.22,0.00,,,,,"false"
10170.00,"SINGLE PROTEIN","Q2KHM9",""," Uncharacterized protein KIAA0753 (K0753_HUMAN)","17","KIAA0753",0.00,"false",0.00,0.00,0.00,841.00,109.34,0.00,,,,,"false"
10171.00,"SINGLE PROTEIN","Q5JTV8",""," Torsin-1A-interacting protein 1 (TOIP1_HUMAN)","1","TOR1AIP1",0.00,"false",0.00,0.00,0.00,841.00,66.21,0.00,,,,,"false"
10172.00,"SINGLE PROTEIN","Q2TBF2",""," WSC domain-containing protein 2 (WSCD2_HUMAN)","12","WSCD2",0.00,"false",0.00,0.00,0.00,841.00,63.78,0.00,,,,,"false"
10173.00,"SINGLE PROTEIN","O75818",""," Ribonuclease P protein subunit p40 (RPP40_HUMAN)","6","RPP40",0.00,"false",0.00,0.00,0.00,841.00,41.81,0.00,,,,,"false"
10174.00,"SINGLE PROTEIN","Q92600",""," Cell differentiation protein RCD1 homolog (RCD1_HUMAN)","2","RQCD1",0.00,"false",0.00,0.00,0.00,841.00,33.61,0.00,,,,,"false"
10175.00,"SINGLE PROTEIN","O75800",""," Zinc finger MYND domain-containing protein 10 (ZMY10_HUMAN)","3","ZMYND10",0.00,"false",0.00,0.00,0.00,841.00,50.31,0.00,,,,,"false"
10176.00,"SINGLE PROTEIN","O00287",""," Regulatory factor X-associated protein (RFXAP_HUMAN)","13","RFXAP",0.00,"false",0.00,0.00,0.00,841.00,28.21,0.00,,,,,"false"
10177.00,"SINGLE PROTEIN","Q7Z602",""," Probable G-protein coupled receptor 141 (GP141_HUMAN)","7","GPR141",0.00,"false",0.00,0.00,0.00,841.00,35.44,0.00,,,,,"false"
10178.00,"SINGLE PROTEIN","Q05397",""," Focal adhesion kinase 1 (FAK1_HUMAN)","8","PTK2",0.00,"false",0.00,0.00,0.00,841.00,119.16,0.00,,,,,"false"
10179.00,"SINGLE PROTEIN","O00291",""," Huntingtin-interacting protein 1 (HIP1_HUMAN)","7","HIP1",0.00,"false",0.00,0.00,0.00,841.00,116.15,0.00,,,,,"false"
10180.00,"SINGLE PROTEIN","O00292",""," Left-right determination factor 2 (LFTY2_HUMAN)","1","LEFTY2",0.00,"false",0.00,0.00,0.00,841.00,40.89,0.00,,,,,"false"
10181.00,"SINGLE PROTEIN","O00295",""," Tubby-related protein 2 (TULP2_HUMAN)","19","TULP2",0.00,"false",0.00,0.00,0.00,841.00,58.63,0.00,,,,,"false"
10182.00,"SINGLE PROTEIN","O00294",""," Tubby-related protein 1 (TULP1_HUMAN)","6","TULP1",0.00,"false",0.00,0.00,0.00,841.00,60.57,0.00,,,,,"false"
10183.00,"SINGLE PROTEIN","O75807",""," Protein phosphatase 1 regulatory subunit 15A (PR15A_HUMAN)","19","PPP1R15A",0.00,"false",0.00,0.00,0.00,841.00,73.43,0.00,,,,,"false"
10184.00,"SINGLE PROTEIN","O75808",""," Calpain-15 (CAN15_HUMAN)","16","SOLH",0.00,"false",0.00,0.00,0.00,841.00,117.24,0.00,,,,,"false"
10185.00,"SINGLE PROTEIN","Q2KHN1",""," RING finger protein 151 (RN151_HUMAN)","16","RNF151",0.00,"false",0.00,0.00,0.00,841.00,27.39,0.00,,,,,"false"
10186.00,"SINGLE PROTEIN","Q16099",""," Glutamate receptor ionotropic, kainate 4 (GRIK4_HUMAN)","11","GRIK4",0.00,"false",0.00,0.00,0.00,841.00,107.18,0.00,,,,,"false"
10187.00,"SINGLE PROTEIN","Q9H5L6",""," DNA transposase THAP9 (THAP9_HUMAN)","4","THAP9",0.00,"false",0.00,0.00,0.00,841.00,103.34,0.00,,,,,"false"
10188.00,"RELATED PROTEINS","O75038","Q4KWH8"," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 (PLCH2_HUMAN)","1","PLCH2",0.00,"false",0.00,0.00,0.00,841.00,154.57,0.00,,,,,"false"
10189.00,"SINGLE PROTEIN","O00299",""," Chloride intracellular channel protein 1 (CLIC1_HUMAN)","6","CLIC1",0.00,"false",0.00,0.00,0.00,841.00,26.91,0.00,,,,,"false"
10190.00,"SINGLE PROTEIN","Q5VX71",""," Sushi domain-containing protein 4 (SUSD4_HUMAN)","1","SUSD4",0.00,"false",0.00,0.00,0.00,841.00,53.74,0.00,,,,,"false"
10191.00,"SINGLE PROTEIN","Q5K651",""," Sterile alpha motif domain-containing protein 9 (SAMD9_HUMAN)","7","SAMD9",0.00,"false",0.00,0.00,0.00,841.00,184.16,0.00,,,,,"false"
10192.00,"SINGLE PROTEIN","C9JI98",""," Transmembrane protein 238 (TM238_HUMAN)","19","TMEM238",0.00,"false",0.00,0.00,0.00,841.00,18.03,0.00,,,,,"false"
10193.00,"SINGLE PROTEIN","Q7Z5N4",""," Protein sidekick-1 (SDK1_HUMAN)","7","SDK1",0.00,"false",0.00,0.00,0.00,841.00,241.96,0.00,,,,,"false"
10194.00,"SINGLE PROTEIN","Q5VWW1",""," Complement C1q-like protein 3 (C1QL3_HUMAN)","10","C1QL3",0.00,"false",0.00,0.00,0.00,841.00,26.70,0.00,,,,,"false"
10195.00,"SINGLE PROTEIN","Q96AY3",""," Peptidyl-prolyl cis-trans isomerase FKBP10 (FKB10_HUMAN)","17","FKBP10",0.00,"false",0.00,0.00,0.00,841.00,64.20,0.00,,,,,"false"
10196.00,"SINGLE PROTEIN","Q96AY2",""," Crossover junction endonuclease EME1 (EME1_HUMAN)","17","EME1",0.00,"false",0.00,0.00,0.00,841.00,63.21,0.00,,,,,"false"
10197.00,"SINGLE PROTEIN","Q96AY4",""," Tetratricopeptide repeat protein 28 (TTC28_HUMAN)","22","TTC28",0.00,"false",0.00,0.00,0.00,841.00,270.71,0.00,,,,,"false"
10198.00,"SINGLE PROTEIN","Q53R41",""," FAST kinase domain-containing protein 1 (FAKD1_HUMAN)","2","FASTKD1",0.00,"false",0.00,0.00,0.00,841.00,97.35,0.00,,,,,"false"
10199.00,"SINGLE PROTEIN","Q9H649",""," Putative methyltransferase NSUN3 (NSUN3_HUMAN)","3","NSUN3",0.00,"false",0.00,0.00,0.00,841.00,38.22,0.00,,,,,"false"
10200.00,"SINGLE PROTEIN","O00220",""," Tumor necrosis factor receptor superfamily member 10A (TR10A_HUMAN)","8","TNFRSF10A",0.00,"false",0.00,0.00,0.00,841.00,50.06,0.00,,,,,"false"
10201.00,"SINGLE PROTEIN","Q5T036",""," Putative FAM120A opposite strand protein (F120S_HUMAN)","9","FAM120AOS",0.00,"false",0.00,0.00,0.00,841.00,27.91,0.00,,,,,"false"
10202.00,"SINGLE PROTEIN","O00222",""," Metabotropic glutamate receptor 8 (GRM8_HUMAN)","7","GRM8",0.00,"false",0.00,0.00,0.00,841.00,101.67,0.00,,,,,"false"
10203.00,"SINGLE PROTEIN","O00221",""," NF-kappa-B inhibitor epsilon (IKBE_HUMAN)","6","NFKBIE",0.00,"false",0.00,0.00,0.00,841.00,52.83,0.00,,,,,"false"
10204.00,"UNRELATED PROTEINS","O00754","O60341"," Lysosomal alpha-mannosidase (MA2B1_HUMAN)","19","MAN2B1",0.00,"false",0.00,0.00,0.00,841.00,113.67,0.00,,,,,"false"
10205.00,"SINGLE PROTEIN","O14863",""," Zinc transporter 4 (ZNT4_HUMAN)","15","SLC30A4",0.00,"false",0.00,0.00,0.00,841.00,47.45,0.00,,,,,"false"
10206.00,"SINGLE PROTEIN","O14867",""," Transcription regulator protein BACH1 (BACH1_HUMAN)","21","BACH1",0.00,"false",0.00,0.00,0.00,841.00,81.91,0.00,,,,,"false"
10207.00,"SINGLE PROTEIN","Q96BA8",""," Cyclic AMP-responsive element-binding protein 3-like protein 1 (CR3L1_HUMAN)","11","CREB3L1",0.00,"false",0.00,0.00,0.00,841.00,56.97,0.00,,,,,"false"
10208.00,"SINGLE PROTEIN","O00238",""," Bone morphogenetic protein receptor type-1B (BMR1B_HUMAN)","4","BMPR1B",0.00,"false",0.00,0.00,0.00,841.00,56.89,0.00,,,,,"false"
10209.00,"SINGLE PROTEIN","Q2KHR2",""," DNA-binding protein RFX7 (RFX7_HUMAN)","15","RFX7",0.00,"false",0.00,0.00,0.00,841.00,146.80,0.00,,,,,"false"
10210.00,"SINGLE PROTEIN","Q2KHR3",""," Glutamine and serine-rich protein 1 (QSER1_HUMAN)","11","QSER1",0.00,"false",0.00,0.00,0.00,841.00,189.86,0.00,,,,,"false"
10211.00,"SINGLE PROTEIN","Q5JTZ9",""," Alanine--tRNA ligase, mitochondrial (SYAM_HUMAN)","6","AARS2",0.00,"false",0.00,0.00,0.00,841.00,107.27,0.00,,,,,"false"
10212.00,"SINGLE PROTEIN","Q9H633",""," Ribonuclease P protein subunit p21 (RPP21_HUMAN)","6","RPP21",0.00,"false",0.00,0.00,0.00,841.00,17.56,0.00,,,,,"false"
10213.00,"SINGLE PROTEIN","O00237",""," E3 ubiquitin-protein ligase RNF103 (RN103_HUMAN)","2","RNF103",0.00,"false",0.00,0.00,0.00,841.00,79.35,0.00,,,,,"false"
10214.00,"SINGLE PROTEIN","Q5JTZ5",""," Uncharacterized protein C9orf152 (CI152_HUMAN)","9","C9ORF152",0.00,"false",0.00,0.00,0.00,841.00,26.30,0.00,,,,,"false"
10215.00,"SINGLE PROTEIN","O14879",""," Interferon-induced protein with tetratricopeptide repeats 3 (IFIT3_HUMAN)","10","IFIT3",0.00,"false",0.00,0.00,0.00,841.00,55.95,0.00,,,,,"false"
10216.00,"SINGLE PROTEIN","Q5SNT2",""," Transmembrane protein 201 (TM201_HUMAN)","1","TMEM201",0.00,"false",0.00,0.00,0.00,841.00,72.19,0.00,,,,,"false"
10217.00,"SINGLE PROTEIN","Q92643",""," GPI-anchor transamidase (GPI8_HUMAN)","1","PIGK",0.00,"false",0.00,0.00,0.00,841.00,45.22,0.00,,,,,"false"
10218.00,"SINGLE PROTEIN","Q9H5Q4",""," Dimethyladenosine transferase 2, mitochondrial (TFB2M_HUMAN)","1","TFB2M",0.00,"false",0.00,0.00,0.00,841.00,45.32,0.00,,,,,"false"
10219.00,"SINGLE PROTEIN","Q5JU85",""," IQ motif and SEC7 domain-containing protein 2 (IQEC2_HUMAN)","X","IQSEC2",0.00,"false",0.00,0.00,0.00,841.00,161.64,0.00,,,,,"false"
10220.00,"SINGLE PROTEIN","Q5T011",""," Protein SZT2 (SZT2_HUMAN)","1","SZT2",0.00,"false",0.00,0.00,0.00,841.00,377.79,0.00,,,,,"false"
10221.00,"SINGLE PROTEIN","O00244",""," Copper transport protein ATOX1 (ATOX1_HUMAN)","5","ATOX1",0.00,"false",0.00,0.00,0.00,841.00,7.40,0.00,,,,,"false"
10222.00,"SINGLE PROTEIN","Q5JTW2",""," Centrosomal protein of 78 kDa (CEP78_HUMAN)","9","CEP78",0.00,"false",0.00,0.00,0.00,841.00,76.35,0.00,,,,,"false"
10223.00,"SINGLE PROTEIN","Q5VWZ2",""," Lysophospholipase-like protein 1 (LYPL1_HUMAN)","1","LYPLAL1",0.00,"false",0.00,0.00,0.00,841.00,26.30,0.00,,,,,"false"
10224.00,"SINGLE PROTEIN","Q92630",""," Dual specificity tyrosine-phosphorylation-regulated kinase 2 (DYRK2_HUMAN)","12","DYRK2",0.00,"false",0.00,0.00,0.00,841.00,66.61,0.00,,,,,"false"
10225.00,"SINGLE PROTEIN","Q92633",""," Lysophosphatidic acid receptor 1 (LPAR1_HUMAN)","9","LPAR1",0.00,"false",0.00,0.00,0.00,841.00,41.08,0.00,,,,,"false"
10226.00,"SINGLE PROTEIN","Q92629",""," Delta-sarcoglycan (SGCD_HUMAN)","5","SGCD",0.00,"false",0.00,0.00,0.00,841.00,32.05,0.00,,,,,"false"
10227.00,"SINGLE PROTEIN","Q2KHT3",""," Protein CLEC16A (CL16A_HUMAN)","16","CLEC16A",0.00,"false",0.00,0.00,0.00,841.00,117.64,0.00,,,,,"false"
10228.00,"SINGLE PROTEIN","Q92628",""," Uncharacterized protein KIAA0232 (K0232_HUMAN)","4","KIAA0232",0.00,"false",0.00,0.00,0.00,841.00,154.69,0.00,,,,,"false"
10229.00,"SINGLE PROTEIN","Q9H5P4",""," PDZ domain-containing protein 7 (PDZD7_HUMAN)","10","PDZD7",0.00,"false",0.00,0.00,0.00,841.00,55.64,0.00,,,,,"false"
10230.00,"SINGLE PROTEIN","O00253",""," Agouti-related protein (AGRP_HUMAN)","16","AGRP",0.00,"false",0.00,0.00,0.00,841.00,14.43,0.00,,,,,"false"
10231.00,"SINGLE PROTEIN","Q9H611",""," ATP-dependent DNA helicase PIF1 (PIF1_HUMAN)","15","PIF1",0.00,"false",0.00,0.00,0.00,841.00,69.75,0.00,,,,,"false"
10232.00,"SINGLE PROTEIN","Q7Z5R6",""," Amyloid beta A4 precursor protein-binding family B member 1-interacting protein (AB1IP_HUMAN)","10","APBB1IP",0.00,"false",0.00,0.00,0.00,841.00,73.14,0.00,,,,,"false"
10233.00,"RELATED AND UNRELATED PROTEINS","Q08AF8","Q0D2H9,Q1A5Y0"," Putative golgin subfamily A member 8F/8G (GOG8F_HUMAN)","15","GOLGA8F",0.00,"false",0.00,0.00,0.00,841.00,48.38,0.00,,,,,"false"
10234.00,"SINGLE PROTEIN","O00257",""," E3 SUMO-protein ligase CBX4 (CBX4_HUMAN)","17","CBX4",0.00,"false",0.00,0.00,0.00,841.00,61.33,0.00,,,,,"false"
10235.00,"SINGLE PROTEIN","O00258",""," Tail-anchored protein insertion receptor WRB (WRB_HUMAN)","21","WRB",0.00,"false",0.00,0.00,0.00,841.00,19.77,0.00,,,,,"false"
10236.00,"SINGLE PROTEIN","O14894",""," Transmembrane 4 L6 family member 5 (T4S5_HUMAN)","17","TM4SF5",0.00,"false",0.00,0.00,0.00,841.00,20.81,0.00,,,,,"false"
10237.00,"SINGLE PROTEIN","Q92621",""," Nuclear pore complex protein Nup205 (NU205_HUMAN)","7","NUP205",0.00,"false",0.00,0.00,0.00,841.00,227.78,0.00,,,,,"false"
10238.00,"SINGLE PROTEIN","O14893",""," Gem-associated protein 2 (GEMI2_HUMAN)","14","GEMIN2",0.00,"false",0.00,0.00,0.00,841.00,31.57,0.00,,,,,"false"
10239.00,"SINGLE PROTEIN","Q92620",""," Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 (PRP16_HUMAN)","16","DHX38",0.00,"false",0.00,0.00,0.00,841.00,140.42,0.00,,,,,"false"
10240.00,"SINGLE PROTEIN","O14896",""," Interferon regulatory factor 6 (IRF6_HUMAN)","1","IRF6",0.00,"false",0.00,0.00,0.00,841.00,53.10,0.00,,,,,"false"
10241.00,"SINGLE PROTEIN","Q92625",""," Ankyrin repeat and SAM domain-containing protein 1A (ANS1A_HUMAN)","6","ANKS1A",0.00,"false",0.00,0.00,0.00,841.00,123.03,0.00,,,,,"false"
10242.00,"SINGLE PROTEIN","Q92624",""," Amyloid protein-binding protein 2 (APBP2_HUMAN)","17","APPBP2",0.00,"false",0.00,0.00,0.00,841.00,66.81,0.00,,,,,"false"
10243.00,"SINGLE PROTEIN","Q92622",""," Run domain Beclin-1 interacting and cysteine-rich containing protein (RUBIC_HUMAN)","3","KIAA0226",0.00,"false",0.00,0.00,0.00,841.00,108.55,0.00,,,,,"false"
10244.00,"SINGLE PROTEIN","A7E2F4",""," Golgin subfamily A member 8A (GOG8A_HUMAN)","15","GOLGA8A",0.00,"false",0.00,0.00,0.00,841.00,70.07,0.00,,,,,"false"
10245.00,"SINGLE PROTEIN","Q96AT1",""," Uncharacterized protein KIAA1143 (K1143_HUMAN)","3","KIAA1143",0.00,"false",0.00,0.00,0.00,841.00,17.45,0.00,,,,,"false"
10246.00,"SINGLE PROTEIN","Q96AT9",""," Ribulose-phosphate 3-epimerase (RPE_HUMAN)","2","RPE",0.00,"false",0.00,0.00,0.00,841.00,24.91,0.00,,,,,"false"
10247.00,"RELATED PROTEINS","P18583","Q8WZ42"," Protein SON (SON_HUMAN)","21","SON",0.00,"false",0.00,0.00,0.00,841.00,263.66,0.00,,,,,"false"
10248.00,"SINGLE PROTEIN","O14827",""," Ras-specific guanine nucleotide-releasing factor 2 (RGRF2_HUMAN)","5","RASGRF2",0.00,"false",0.00,0.00,0.00,841.00,140.68,0.00,,,,,"false"
10249.00,"SINGLE PROTEIN","O14829",""," Serine/threonine-protein phosphatase with EF-hands 1 (PPE1_HUMAN)","X","PPEF1",0.00,"false",0.00,0.00,0.00,841.00,75.74,0.00,,,,,"false"
10250.00,"SINGLE PROTEIN","Q9H5F2",""," UPF0686 protein C11orf1 (CK001_HUMAN)","11","C11ORF1",0.00,"false",0.00,0.00,0.00,841.00,17.77,0.00,,,,,"false"
10251.00,"SINGLE PROTEIN","Q7Z5H3",""," Rho GTPase-activating protein 22 (RHG22_HUMAN)","10","ARHGAP22",0.00,"false",0.00,0.00,0.00,841.00,76.73,0.00,,,,,"false"
10252.00,"SINGLE PROTEIN","Q96B49",""," Mitochondrial import receptor subunit TOM6 homolog (TOM6_HUMAN)","6","TOMM6",0.00,"false",0.00,0.00,0.00,841.00,8.00,0.00,,,,,"false"
10253.00,"SINGLE PROTEIN","Q5VWP2",""," Protein FAM46C (FA46C_HUMAN)","1","FAM46C",0.00,"false",0.00,0.00,0.00,841.00,44.92,0.00,,,,,"false"
10254.00,"SINGLE PROTEIN","O14836",""," Tumor necrosis factor receptor superfamily member 13B (TR13B_HUMAN)","17","TNFRSF13B",0.00,"false",0.00,0.00,0.00,841.00,31.80,0.00,,,,,"false"
10255.00,"UNRELATED PROTEINS","P0CG36","P0CG37"," Cryptic family protein 1B (CFC1B_HUMAN)","2","CFC1B",0.00,"false",0.00,0.00,0.00,841.00,24.63,0.00,,,,,"false"
10256.00,"SINGLE PROTEIN","O14830",""," Serine/threonine-protein phosphatase with EF-hands 2 (PPE2_HUMAN)","4","PPEF2",0.00,"false",0.00,0.00,0.00,841.00,86.46,0.00,,,,,"false"
