"CSF-PR / CSF MIXED-MODE BOUND FRACTION / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
8391.00,"SINGLE PROTEIN","O60241",""," Adhesion G protein-coupled receptor B2 (AGRB2_HUMAN)","1","BAI2",0.00,"false",0.00,0.00,0.00,547.00,172.54,0.00,,,,,"false"
8392.00,"SINGLE PROTEIN","Q6P3R8",""," Serine/threonine-protein kinase Nek5 (NEK5_HUMAN)","13","NEK5",0.00,"false",0.00,0.00,0.00,547.00,81.39,0.00,,,,,"false"
8393.00,"SINGLE PROTEIN","Q6ZS27",""," Zinc finger protein 662 (ZN662_HUMAN)","3","ZNF662",0.00,"false",0.00,0.00,0.00,547.00,48.46,0.00,,,,,"false"
8394.00,"SINGLE PROTEIN","O60242",""," Adhesion G protein-coupled receptor B3 (AGRB3_HUMAN)","6","BAI3",0.00,"false",0.00,0.00,0.00,547.00,171.41,0.00,,,,,"false"
8395.00,"SINGLE PROTEIN","Q6ZRQ5",""," Protein MMS22-like (MMS22_HUMAN)","6","MMS22L",0.00,"false",0.00,0.00,0.00,547.00,142.23,0.00,,,,,"false"
8396.00,"SINGLE PROTEIN","O60240",""," Perilipin-1 (PLIN1_HUMAN)","15","PLIN1",0.00,"false",0.00,0.00,0.00,547.00,55.96,0.00,,,,,"false"
8397.00,"SINGLE PROTEIN","Q8IUR0",""," Trafficking protein particle complex subunit 5 (TPPC5_HUMAN)","19","TRAPPC5",0.00,"false",0.00,0.00,0.00,547.00,20.77,0.00,,,,,"false"
8398.00,"SINGLE PROTEIN","Q96H40",""," Zinc finger protein 486 (ZN486_HUMAN)","19","ZNF486",0.00,"false",0.00,0.00,0.00,547.00,53.60,0.00,,,,,"false"
8399.00,"SINGLE PROTEIN","Q8IV32",""," Coiled-coil domain-containing protein 71 (CCD71_HUMAN)","3","CCDC71",0.00,"false",0.00,0.00,0.00,547.00,49.62,0.00,,,,,"false"
8400.00,"SINGLE PROTEIN","Q9P1U0",""," DNA-directed RNA polymerase I subunit RPA12 (RPA12_HUMAN)","6","ZNRD1",0.00,"false",0.00,0.00,0.00,547.00,13.89,0.00,,,,,"false"
8401.00,"SINGLE PROTEIN","Q9P260",""," LisH domain and HEAT repeat-containing protein KIAA1468 (K1468_HUMAN)","18","KIAA1468",0.00,"false",0.00,0.00,0.00,547.00,134.55,0.00,,,,,"false"
8402.00,"SINGLE PROTEIN","Q8IV33",""," Uncharacterized protein KIAA0825 (K0825_HUMAN)","5","KIAA0825",0.00,"false",0.00,0.00,0.00,547.00,147.67,0.00,,,,,"false"
8403.00,"SINGLE PROTEIN","Q6ZRS4",""," Coiled-coil domain-containing protein 129 (CC129_HUMAN)","7","CCDC129",0.00,"false",0.00,0.00,0.00,547.00,115.33,0.00,,,,,"false"
8404.00,"SINGLE PROTEIN","Q8IV35",""," WD repeat-containing protein 49 (WDR49_HUMAN)","3","WDR49",0.00,"false",0.00,0.00,0.00,547.00,79.24,0.00,,,,,"false"
8405.00,"SINGLE PROTEIN","Q8IUR5",""," Transmembrane and TPR repeat-containing protein 1 (TMTC1_HUMAN)","12","TMTC1",0.00,"false",0.00,0.00,0.00,547.00,98.78,0.00,,,,,"false"
8406.00,"SINGLE PROTEIN","Q6ZRS2",""," Helicase SRCAP (SRCAP_HUMAN)","16","SRCAP",0.00,"false",0.00,0.00,0.00,547.00,343.34,0.00,,,,,"false"
8407.00,"SINGLE PROTEIN","Q8IV36",""," Protein HID1 (HID1_HUMAN)","","HID1",0.00,"false",0.00,0.00,0.00,547.00,88.69,0.00,,,,,"false"
8408.00,"SINGLE PROTEIN","Q8IUR6",""," CREB3 regulatory factor (CRERF_HUMAN)","5","CREBRF",0.00,"false",0.00,0.00,0.00,547.00,72.10,0.00,,,,,"false"
8409.00,"SINGLE PROTEIN","P18054",""," Arachidonate 12-lipoxygenase, 12S-type (LOX12_HUMAN)","17","ALOX12",0.00,"false",0.00,0.00,0.00,547.00,75.65,0.00,,,,,"false"
8410.00,"SINGLE PROTEIN","Q9P265",""," Disco-interacting protein 2 homolog B (DIP2B_HUMAN)","12","DIP2B",0.00,"false",0.00,0.00,0.00,547.00,171.38,0.00,,,,,"false"
8411.00,"SINGLE PROTEIN","Q2M2H8",""," Probable maltase-glucoamylase 2 (MGAL_HUMAN)","","",0.00,"false",0.00,0.00,0.00,547.00,55.11,0.00,,,,,"false"
8412.00,"SINGLE PROTEIN","Q9P267",""," Methyl-CpG-binding domain protein 5 (MBD5_HUMAN)","2","MBD5",0.00,"false",0.00,0.00,0.00,547.00,159.79,0.00,,,,,"false"
8413.00,"SINGLE PROTEIN","Q8TDP1",""," Ribonuclease H2 subunit C (RNH2C_HUMAN)","11","RNASEH2C",0.00,"false",0.00,0.00,0.00,547.00,17.83,0.00,,,,,"false"
8414.00,"SINGLE PROTEIN","Q96GS4",""," Uncharacterized protein C17orf59 (CQ059_HUMAN)","17","C17ORF59",0.00,"false",0.00,0.00,0.00,547.00,37.20,0.00,,,,,"false"
8415.00,"SINGLE PROTEIN","Q6P3S1",""," DENN domain-containing protein 1B (DEN1B_HUMAN)","1","DENND1B",0.00,"false",0.00,0.00,0.00,547.00,48.23,0.00,,,,,"false"
8416.00,"SINGLE PROTEIN","P62166",""," Neuronal calcium sensor 1 (NCS1_HUMAN)","9","NCS1",0.00,"false",0.00,0.00,0.00,547.00,21.86,0.00,,,,,"false"
8417.00,"SINGLE PROTEIN","Q05996",""," Zona pellucida sperm-binding protein 2 (ZP2_HUMAN)","16","ZP2",0.00,"false",0.00,0.00,0.00,547.00,82.30,0.00,,,,,"false"
8418.00,"SINGLE PROTEIN","P21695",""," Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic (GPDA_HUMAN)","12","GPD1",0.00,"false",0.00,0.00,0.00,547.00,37.54,0.00,,,,,"false"
8419.00,"SINGLE PROTEIN","Q6ZRR7",""," Leucine-rich repeat-containing protein 9 (LRRC9_HUMAN)","14","LRRC9",0.00,"false",0.00,0.00,0.00,547.00,166.81,0.00,,,,,"false"
8420.00,"SINGLE PROTEIN","A6NNT2",""," Uncharacterized protein C16orf96 (CP096_HUMAN)","16","C16ORF96",0.00,"false",0.00,0.00,0.00,547.00,124.96,0.00,,,,,"false"
8421.00,"SINGLE PROTEIN","Q6ZRR5",""," Transmembrane protein 136 (TM136_HUMAN)","11","TMEM136",0.00,"false",0.00,0.00,0.00,547.00,27.84,0.00,,,,,"false"
8422.00,"SINGLE PROTEIN","Q6P3S6",""," F-box only protein 42 (FBX42_HUMAN)","1","FBXO42",0.00,"false",0.00,0.00,0.00,547.00,77.79,0.00,,,,,"false"
8423.00,"SINGLE PROTEIN","P46977",""," Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (STT3A_HUMAN)","11","STT3A",0.00,"false",0.00,0.00,0.00,547.00,80.48,0.00,,,,,"false"
8424.00,"SINGLE PROTEIN","P20366",""," Protachykinin-1 (TKN1_HUMAN)","7","TAC1",0.00,"false",0.00,0.00,0.00,547.00,14.99,0.00,,,,,"false"
8425.00,"SINGLE PROTEIN","Q6P444",""," Mitochondrial fission regulator 2 (MTFR2_HUMAN)","6","FAM54A",0.00,"false",0.00,0.00,0.00,547.00,43.36,0.00,,,,,"false"
8426.00,"SINGLE PROTEIN","Q6ZRR9",""," Doublecortin domain-containing protein 5 (DCDC5_HUMAN)","11","DCDC5",0.00,"false",0.00,0.00,0.00,547.00,72.71,0.00,,,,,"false"
8427.00,"SINGLE PROTEIN","Q6PUV4",""," Complexin-2 (CPLX2_HUMAN)","5","CPLX2",0.00,"false",0.00,0.00,0.00,547.00,15.38,0.00,,,,,"false"
8428.00,"SINGLE PROTEIN","C9JVW0",""," Putative transmembrane protein INAFM1 (INAM1_HUMAN)","19","PRR24",0.00,"false",0.00,0.00,0.00,547.00,14.66,0.00,,,,,"false"
8429.00,"SINGLE PROTEIN","Q16600",""," Zinc finger protein 239 (ZN239_HUMAN)","10","ZNF239",0.00,"false",0.00,0.00,0.00,547.00,51.56,0.00,,,,,"false"
8430.00,"SINGLE PROTEIN","Q9P272",""," Probable tRNA methyltransferase 9-like protein (K1456_HUMAN)","8","KIAA1456",0.00,"false",0.00,0.00,0.00,547.00,51.27,0.00,,,,,"false"
8431.00,"SINGLE PROTEIN","Q6ZS11",""," Ras and Rab interactor-like protein (RINL_HUMAN)","19","RINL",0.00,"false",0.00,0.00,0.00,547.00,50.02,0.00,,,,,"false"
8432.00,"SINGLE PROTEIN","Q16602",""," Calcitonin gene-related peptide type 1 receptor (CALRL_HUMAN)","2","CALCRL",0.00,"false",0.00,0.00,0.00,547.00,52.89,0.00,,,,,"false"
8433.00,"SINGLE PROTEIN","Q9P273",""," Teneurin-3 (TEN3_HUMAN)","","TENM3",0.00,"false",0.00,0.00,0.00,547.00,300.76,0.00,,,,,"false"
8434.00,"SINGLE PROTEIN","Q6ZS10",""," C-type lectin domain family 17, member A (CL17A_HUMAN)","19","CLEC17A",0.00,"false",0.00,0.00,0.00,547.00,42.91,0.00,,,,,"false"
8435.00,"SINGLE PROTEIN","Q6ZRP0",""," Proline-rich protein 23C (PR23C_HUMAN)","3","PRR23C",0.00,"false",0.00,0.00,0.00,547.00,27.79,0.00,,,,,"false"
8436.00,"SINGLE PROTEIN","Q8IUQ4",""," E3 ubiquitin-protein ligase SIAH1 (SIAH1_HUMAN)","16","SIAH1",0.00,"false",0.00,0.00,0.00,547.00,31.10,0.00,,,,,"false"
8437.00,"RELATED AND UNRELATED PROTEINS","P17038","Q15929,Q68DY1"," Zinc finger protein 43 (ZNF43_HUMAN)","19","ZNF43",0.00,"false",0.00,0.00,0.00,547.00,94.06,0.00,,,,,"false"
8438.00,"SINGLE PROTEIN","Q8TE04",""," Pantothenate kinase 1 (PANK1_HUMAN)","10","PANK1",0.00,"false",0.00,0.00,0.00,547.00,64.30,0.00,,,,,"false"
8439.00,"SINGLE PROTEIN","Q9P278",""," Folliculin-interacting protein 2 (FNIP2_HUMAN)","4","FNIP2",0.00,"false",0.00,0.00,0.00,547.00,122.04,0.00,,,,,"false"
8440.00,"SINGLE PROTEIN","Q9P1V8",""," Sterile alpha motif domain-containing protein 15 (SAM15_HUMAN)","14","SAMD15",0.00,"false",0.00,0.00,0.00,547.00,77.10,0.00,,,,,"false"
8441.00,"SINGLE PROTEIN","Q96GR2",""," Long-chain-fatty-acid--CoA ligase ACSBG1 (ACBG1_HUMAN)","15","ACSBG1",0.00,"false",0.00,0.00,0.00,547.00,81.24,0.00,,,,,"false"
8442.00,"SINGLE PROTEIN","Q16609",""," Putative apolipoprotein(a)-like protein 2 (LPAL2_HUMAN)","6","LPAL2",0.00,"false",0.00,0.00,0.00,547.00,14.88,0.00,,,,,"false"
8443.00,"SINGLE PROTEIN","Q5TFE4",""," 5'-nucleotidase domain-containing protein 1 (NT5D1_HUMAN)","6","NT5DC1",0.00,"false",0.00,0.00,0.00,547.00,51.81,0.00,,,,,"false"
8444.00,"SINGLE PROTEIN","P20338",""," Ras-related protein Rab-4A (RAB4A_HUMAN)","1","RAB4A",0.00,"false",0.00,0.00,0.00,547.00,23.86,0.00,,,,,"false"
8445.00,"SINGLE PROTEIN","Q58DX5",""," Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2 (NADL2_HUMAN)","3","NAALADL2",0.00,"false",0.00,0.00,0.00,547.00,88.63,0.00,,,,,"false"
8446.00,"SINGLE PROTEIN","P20339",""," Ras-related protein Rab-5A (RAB5A_HUMAN)","3","RAB5A",0.00,"false",0.00,0.00,0.00,547.00,23.64,0.00,,,,,"false"
8447.00,"SINGLE PROTEIN","P20336",""," Ras-related protein Rab-3A (RAB3A_HUMAN)","19","RAB3A",0.00,"false",0.00,0.00,0.00,547.00,24.97,0.00,,,,,"false"
8448.00,"SINGLE PROTEIN","P20337",""," Ras-related protein Rab-3B (RAB3B_HUMAN)","1","RAB3B",0.00,"false",0.00,0.00,0.00,547.00,24.74,0.00,,,,,"false"
8449.00,"SINGLE PROTEIN","Q04656",""," Copper-transporting ATPase 1 (ATP7A_HUMAN)","X","ATP7A",0.00,"false",0.00,0.00,0.00,547.00,163.27,0.00,,,,,"false"
8450.00,"SINGLE PROTEIN","O60220",""," Mitochondrial import inner membrane translocase subunit Tim8 A (TIM8A_HUMAN)","X","TIMM8A",0.00,"false",0.00,0.00,0.00,547.00,10.99,0.00,,,,,"false"
8451.00,"SINGLE PROTEIN","Q16610",""," Extracellular matrix protein 1 (ECM1_HUMAN)","1","ECM1",0.00,"false",0.00,0.00,0.00,547.00,60.64,0.00,,,,,"false"
8452.00,"SINGLE PROTEIN","Q6ZS02",""," Putative GED domain-containing protein DNM1P46 (DMP46_HUMAN)","15","DNM1P46",0.00,"false",0.00,0.00,0.00,547.00,23.72,0.00,,,,,"false"
8453.00,"SINGLE PROTEIN","P20333",""," Tumor necrosis factor receptor superfamily member 1B (TNR1B_HUMAN)","1","TNFRSF1B",0.00,"false",0.00,0.00,0.00,547.00,48.26,0.00,,,,,"false"
8454.00,"SINGLE PROTEIN","Q56P42",""," Pyrin domain-containing protein 2 (PYDC2_HUMAN)","3","PYDC2",0.00,"false",0.00,0.00,0.00,547.00,10.79,0.00,,,,,"false"
8455.00,"SINGLE PROTEIN","Q9P281",""," BAH and coiled-coil domain-containing protein 1 (BAHC1_HUMAN)","17","BAHCC1",0.00,"false",0.00,0.00,0.00,547.00,276.76,0.00,,,,,"false"
8456.00,"SINGLE PROTEIN","Q16611",""," Bcl-2 homologous antagonist/killer (BAK_HUMAN)","6","BAK1",0.00,"false",0.00,0.00,0.00,547.00,23.39,0.00,,,,,"false"
8457.00,"SINGLE PROTEIN","Q9P1W3",""," Calcium permeable stress-gated cation channel 1 (CSC1_HUMAN)","14","TMEM63C",0.00,"false",0.00,0.00,0.00,547.00,93.26,0.00,,,,,"false"
8458.00,"SINGLE PROTEIN","Q9P283",""," Semaphorin-5B (SEM5B_HUMAN)","3","SEMA5B",0.00,"false",0.00,0.00,0.00,547.00,125.83,0.00,,,,,"false"
8459.00,"SINGLE PROTEIN","Q8IV13",""," Cyclin-J-like protein (CCNJL_HUMAN)","5","CCNJL",0.00,"false",0.00,0.00,0.00,547.00,48.37,0.00,,,,,"false"
8460.00,"SINGLE PROTEIN","P18031",""," Tyrosine-protein phosphatase non-receptor type 1 (PTN1_HUMAN)","20","PTPN1",0.00,"false",0.00,0.00,0.00,547.00,49.93,0.00,,,,,"false"
8461.00,"SINGLE PROTEIN","Q96GQ5",""," RUS1 family protein C16orf58 (RUS1_HUMAN)","16","C16ORF58",0.00,"false",0.00,0.00,0.00,547.00,50.99,0.00,,,,,"false"
8462.00,"SINGLE PROTEIN","Q9P287",""," BRCA2 and CDKN1A-interacting protein (BCCIP_HUMAN)","10","BCCIP",0.00,"false",0.00,0.00,0.00,547.00,35.96,0.00,,,,,"false"
8463.00,"SINGLE PROTEIN","Q8TDN4",""," CDK5 and ABL1 enzyme substrate 1 (CABL1_HUMAN)","18","CABLES1",0.00,"false",0.00,0.00,0.00,547.00,67.56,0.00,,,,,"false"
8464.00,"SINGLE PROTEIN","P34972",""," Cannabinoid receptor 2 (CNR2_HUMAN)","1","CNR2",0.00,"false",0.00,0.00,0.00,547.00,39.65,0.00,,,,,"false"
8465.00,"SINGLE PROTEIN","Q96GQ7",""," Probable ATP-dependent RNA helicase DDX27 (DDX27_HUMAN)","20","DDX27",0.00,"false",0.00,0.00,0.00,547.00,89.78,0.00,,,,,"false"
8466.00,"SINGLE PROTEIN","Q9P1W9",""," Serine/threonine-protein kinase pim-2 (PIM2_HUMAN)","X","PIM2",0.00,"false",0.00,0.00,0.00,547.00,34.17,0.00,,,,,"false"
8467.00,"SINGLE PROTEIN","Q8TDN6",""," Ribosome biogenesis protein BRX1 homolog (BRX1_HUMAN)","5","BRIX1",0.00,"false",0.00,0.00,0.00,547.00,41.37,0.00,,,,,"false"
8468.00,"SINGLE PROTEIN","P19367",""," Hexokinase-1 (HXK1_HUMAN)","10","HK1",0.00,"false",0.00,0.00,0.00,547.00,102.42,0.00,,,,,"false"
8469.00,"SINGLE PROTEIN","Q8TDN2",""," Potassium voltage-gated channel subfamily V member 2 (KCNV2_HUMAN)","9","KCNV2",0.00,"false",0.00,0.00,0.00,547.00,62.42,0.00,,,,,"false"
8470.00,"SINGLE PROTEIN","O60239",""," SH3 domain-binding protein 5 (3BP5_HUMAN)","3","SH3BP5",0.00,"false",0.00,0.00,0.00,547.00,50.39,0.00,,,,,"false"
8471.00,"SINGLE PROTEIN","O60237",""," Protein phosphatase 1 regulatory subunit 12B (MYPT2_HUMAN)","1","PPP1R12B",0.00,"false",0.00,0.00,0.00,547.00,110.34,0.00,,,,,"false"
8472.00,"SINGLE PROTEIN","O60234",""," Glia maturation factor gamma (GMFG_HUMAN)","19","GMFG",0.00,"false",0.00,0.00,0.00,547.00,16.79,0.00,,,,,"false"
8473.00,"SINGLE PROTEIN","O60232",""," Sjoegren syndrome/scleroderma autoantigen 1 (SSA27_HUMAN)","11","SSSCA1",0.00,"false",0.00,0.00,0.00,547.00,21.46,0.00,,,,,"false"
8474.00,"SINGLE PROTEIN","Q6Q759",""," Sperm-associated antigen 17 (SPG17_HUMAN)","1","SPAG17",0.00,"false",0.00,0.00,0.00,547.00,251.58,0.00,,,,,"false"
8475.00,"SINGLE PROTEIN","O60231",""," Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 (DHX16_HUMAN)","6","DHX16",0.00,"false",0.00,0.00,0.00,547.00,119.19,0.00,,,,,"false"
8476.00,"SINGLE PROTEIN","P07384",""," Calpain-1 catalytic subunit (CAN1_HUMAN)","11","CAPN1",0.00,"false",0.00,0.00,0.00,547.00,81.84,0.00,,,,,"false"
8477.00,"SINGLE PROTEIN","P20340",""," Ras-related protein Rab-6A (RAB6A_HUMAN)","11","RAB6A",0.00,"false",0.00,0.00,0.00,547.00,23.58,0.00,,,,,"false"
8478.00,"SINGLE PROTEIN","P21675",""," Transcription initiation factor TFIID subunit 1 (TAF1_HUMAN)","X","TAF1",0.00,"false",0.00,0.00,0.00,547.00,212.54,0.00,,,,,"false"
8479.00,"SINGLE PROTEIN","Q6ZS17",""," Protein FAM65A (FA65A_HUMAN)","16","FAM65A",0.00,"false",0.00,0.00,0.00,547.00,132.23,0.00,,,,,"false"
8480.00,"SINGLE PROTEIN","Q6ZRP7",""," Sulfhydryl oxidase 2 (QSOX2_HUMAN)","9","QSOX2",0.00,"false",0.00,0.00,0.00,547.00,77.48,0.00,,,,,"false"
8481.00,"SINGLE PROTEIN","P48051",""," G protein-activated inward rectifier potassium channel 2 (KCNJ6_HUMAN)","21","KCNJ6",0.00,"false",0.00,0.00,0.00,547.00,48.42,0.00,,,,,"false"
8482.00,"SINGLE PROTEIN","P08833",""," Insulin-like growth factor-binding protein 1 (IBP1_HUMAN)","7","IGFBP1",0.00,"false",0.00,0.00,0.00,547.00,27.89,0.00,,,,,"false"
8483.00,"SINGLE PROTEIN","Q8N108",""," Mesoderm induction early response protein 1 (MIER1_HUMAN)","1","MIER1",0.00,"false",0.00,0.00,0.00,547.00,57.95,0.00,,,,,"false"
8484.00,"SINGLE PROTEIN","P48058",""," Glutamate receptor 4 (GRIA4_HUMAN)","11","GRIA4",0.00,"false",0.00,0.00,0.00,547.00,100.81,0.00,,,,,"false"
8485.00,"SINGLE PROTEIN","Q6P2D0",""," Zinc finger protein 1 homolog (ZFP1_HUMAN)","16","ZFP1",0.00,"false",0.00,0.00,0.00,547.00,47.49,0.00,,,,,"false"
8486.00,"SINGLE PROTEIN","Q12948",""," Forkhead box protein C1 (FOXC1_HUMAN)","6","FOXC1",0.00,"false",0.00,0.00,0.00,547.00,56.75,0.00,,,,,"false"
8487.00,"RELATED PROTEINS","P18463","Q95604"," HLA class I histocompatibility antigen, B-37 alpha chain (1B37_HUMAN)","6","HLA-B",0.00,"false",0.00,0.00,0.00,547.00,40.43,0.00,,,,,"false"
8488.00,"SINGLE PROTEIN","P21802",""," Fibroblast growth factor receptor 2 (FGFR2_HUMAN)","10","FGFR2",0.00,"false",0.00,0.00,0.00,547.00,91.97,0.00,,,,,"false"
8489.00,"SINGLE PROTEIN","Q8NAP8",""," Zinc finger and BTB domain-containing protein 8B (ZBT8B_HUMAN)","1","ZBTB8B",0.00,"false",0.00,0.00,0.00,547.00,54.14,0.00,,,,,"false"
8490.00,"SINGLE PROTEIN","Q9P0N8",""," E3 ubiquitin-protein ligase MARCH2 (MARH2_HUMAN)","19","MARCH2",0.00,"false",0.00,0.00,0.00,547.00,26.98,0.00,,,,,"false"
8491.00,"SINGLE PROTEIN","Q8NB16",""," Mixed lineage kinase domain-like protein (MLKL_HUMAN)","16","MLKL",0.00,"false",0.00,0.00,0.00,547.00,54.44,0.00,,,,,"false"
8492.00,"SINGLE PROTEIN","Q9BZI1",""," Iroquois-class homeodomain protein IRX-2 (IRX2_HUMAN)","5","IRX2",0.00,"false",0.00,0.00,0.00,547.00,49.10,0.00,,,,,"false"
8493.00,"SINGLE PROTEIN","Q9BZI7",""," Regulator of nonsense transcripts 3B (REN3B_HUMAN)","X","UPF3B",0.00,"false",0.00,0.00,0.00,547.00,57.73,0.00,,,,,"false"
8494.00,"SINGLE PROTEIN","O60320",""," Protein FAM189A1 (F1891_HUMAN)","15","FAM189A1",0.00,"false",0.00,0.00,0.00,547.00,56.51,0.00,,,,,"false"
8495.00,"SINGLE PROTEIN","Q5T481",""," RNA-binding protein 20 (RBM20_HUMAN)","10","RBM20",0.00,"false",0.00,0.00,0.00,547.00,134.27,0.00,,,,,"false"
8496.00,"SINGLE PROTEIN","P61026",""," Ras-related protein Rab-10 (RAB10_HUMAN)","2","RAB10",0.00,"false",0.00,0.00,0.00,547.00,22.53,0.00,,,,,"false"
8497.00,"SINGLE PROTEIN","Q8N100",""," Protein atonal homolog 7 (ATOH7_HUMAN)","10","ATOH7",0.00,"false",0.00,0.00,0.00,547.00,16.86,0.00,,,,,"false"
8498.00,"SINGLE PROTEIN","Q8N103",""," T-cell activation Rho GTPase-activating protein (TAGAP_HUMAN)","6","TAGAP",0.00,"false",0.00,0.00,0.00,547.00,80.65,0.00,,,,,"false"
8499.00,"RELATED PROTEINS","Q5SR56","Q5VZR4"," Hippocampus abundant transcript-like protein 1 (HIAL1_HUMAN)","9","HIATL1",0.00,"false",0.00,0.00,0.00,547.00,54.51,0.00,,,,,"false"
8500.00,"SINGLE PROTEIN","P48047",""," ATP synthase subunit O, mitochondrial (ATPO_HUMAN)","21","ATP5O",0.00,"false",0.00,0.00,0.00,547.00,23.26,0.00,,,,,"false"
8501.00,"SINGLE PROTEIN","Q12955",""," Ankyrin-3 (ANK3_HUMAN)","10","ANK3",0.00,"false",0.00,0.00,0.00,547.00,480.11,0.00,,,,,"false"
8502.00,"SINGLE PROTEIN","Q12952",""," Forkhead box protein L1 (FOXL1_HUMAN)","16","FOXL1",0.00,"false",0.00,0.00,0.00,547.00,36.47,0.00,,,,,"false"
8503.00,"SINGLE PROTEIN","Q12959",""," Disks large homolog 1 (DLG1_HUMAN)","3","DLG1",0.00,"false",0.00,0.00,0.00,547.00,100.39,0.00,,,,,"false"
8504.00,"SINGLE PROTEIN","Q76B58",""," BMP/retinoic acid-inducible neural-specific protein 3 (BRNP3_HUMAN)","1","FAM5C",0.00,"false",0.00,0.00,0.00,547.00,88.39,0.00,,,,,"false"
8505.00,"SINGLE PROTEIN","Q9P104",""," Docking protein 5 (DOK5_HUMAN)","20","DOK5",0.00,"false",0.00,0.00,0.00,547.00,35.44,0.00,,,,,"false"
8506.00,"SINGLE PROTEIN","Q6P2E9",""," Enhancer of mRNA-decapping protein 4 (EDC4_HUMAN)","16","EDC4",0.00,"false",0.00,0.00,0.00,547.00,151.57,0.00,,,,,"false"
8507.00,"SINGLE PROTEIN","Q8NB15",""," Zinc finger protein 511 (ZN511_HUMAN)","10","ZNF511",0.00,"false",0.00,0.00,0.00,547.00,29.41,0.00,,,,,"false"
8508.00,"SINGLE PROTEIN","Q8NB12",""," Histone-lysine N-methyltransferase SMYD1 (SMYD1_HUMAN)","2","SMYD1",0.00,"false",0.00,0.00,0.00,547.00,56.58,0.00,,,,,"false"
8509.00,"SINGLE PROTEIN","Q8NAP3",""," Zinc finger and BTB domain-containing protein 38 (ZBT38_HUMAN)","3","ZBTB38",0.00,"false",0.00,0.00,0.00,547.00,134.17,0.00,,,,,"false"
8510.00,"SINGLE PROTEIN","Q9P107",""," GEM-interacting protein (GMIP_HUMAN)","19","GMIP",0.00,"false",0.00,0.00,0.00,547.00,106.62,0.00,,,,,"false"
8511.00,"SINGLE PROTEIN","P21810",""," Biglycan (PGS1_HUMAN)","X","BGN",0.00,"false",0.00,0.00,0.00,547.00,41.63,0.00,,,,,"false"
8512.00,"SINGLE PROTEIN","O60336",""," Mitogen-activated protein kinase-binding protein 1 (MABP1_HUMAN)","15","MAPKBP1",0.00,"false",0.00,0.00,0.00,547.00,163.72,0.00,,,,,"false"
8513.00,"SINGLE PROTEIN","O60333",""," Kinesin-like protein KIF1B (KIF1B_HUMAN)","1","KIF1B",0.00,"false",0.00,0.00,0.00,547.00,204.35,0.00,,,,,"false"
8514.00,"SINGLE PROTEIN","P21815",""," Bone sialoprotein 2 (SIAL_HUMAN)","4","IBSP",0.00,"false",0.00,0.00,0.00,547.00,35.13,0.00,,,,,"false"
8515.00,"SINGLE PROTEIN","O60330",""," Protocadherin gamma-A12 (PCDGC_HUMAN)","5","PCDHGA12",0.00,"false",0.00,0.00,0.00,547.00,100.89,0.00,,,,,"false"
8516.00,"SINGLE PROTEIN","P49368",""," T-complex protein 1 subunit gamma (TCPG_HUMAN)","1","CCT3",0.00,"false",0.00,0.00,0.00,547.00,60.50,0.00,,,,,"false"
8517.00,"SINGLE PROTEIN","Q008S8",""," Epithelial cell-transforming sequence 2 oncogene-like (ECT2L_HUMAN)","6","ECT2L",0.00,"false",0.00,0.00,0.00,547.00,104.81,0.00,,,,,"false"
8518.00,"SINGLE PROTEIN","Q12962",""," Transcription initiation factor TFIID subunit 10 (TAF10_HUMAN)","11","TAF10",0.00,"false",0.00,0.00,0.00,547.00,21.70,0.00,,,,,"false"
8519.00,"SINGLE PROTEIN","P50395",""," Rab GDP dissociation inhibitor beta (GDIB_HUMAN)","10","GDI2",0.00,"false",0.00,0.00,0.00,547.00,50.63,0.00,,,,,"false"
8520.00,"SINGLE PROTEIN","Q6B9Z1",""," Insulin growth factor-like family member 4 (IGFL4_HUMAN)","19","IGFL4",0.00,"false",0.00,0.00,0.00,547.00,13.88,0.00,,,,,"false"
8521.00,"SINGLE PROTEIN","Q12965",""," Unconventional myosin-Ie (MYO1E_HUMAN)","15","MYO1E",0.00,"false",0.00,0.00,0.00,547.00,126.98,0.00,,,,,"false"
8522.00,"SINGLE PROTEIN","P49366",""," Deoxyhypusine synthase (DHYS_HUMAN)","19","DHPS",0.00,"false",0.00,0.00,0.00,547.00,40.94,0.00,,,,,"false"
8523.00,"RELATED PROTEINS","P51812","Q15349,Q9UK32"," Ribosomal protein S6 kinase alpha-3 (KS6A3_HUMAN)","X","RPS6KA3",0.00,"false",0.00,0.00,0.00,547.00,83.68,0.00,,,,,"false"
8524.00,"SINGLE PROTEIN","P25391",""," Laminin subunit alpha-1 (LAMA1_HUMAN)","18","LAMA1",0.00,"false",0.00,0.00,0.00,547.00,336.87,0.00,,,,,"false"
